Confirmation Number,Services Offered,Target Entity,Interest Areas,Investors,Hiring Requirement,GeoLocation,Job Function,Investment Range,Investment Requirement,Services Required,Companies Raising Money,GeoLocation 
109991128,,,,,"Procurement & Vendor Management,Logistics & Transportation (inc. Last-Mile),Investing,Product Development & Management,HR, Talent Acquisition & Workforce Management,Strategy, Innovation & Transformation,Research, Content & Journalism,Technology & IT,Digital & Ecommerce,Data, Analytics & Insights,Legal, Compliance & Risk","Australia & New Zealand,Middle East,Eastern Europe,Nordics,India,Africa,North America,Other Europe,UK & Ireland,Southern Europe","Data, Analytics & Insights,Research, Content & Journalism,Finance & Accounting",,$1 million or less,"Data Visualization Tools,Customer Data Platforms,Social Media Marketing Solutions,Product Data Management Solutions,Flexible Labor/Gig Economy Management,Shipping Providers,Systems Integrator Services,Shoppable Video & Livestreaming Solutions",True,"Australia & New Zealand,Middle East,Eastern Europe,Nordics,India,Africa,North America,Other Europe,UK & Ireland,Southern Europe"
100677672,,,,,,"Nordics,Africa,Middle East,China,North America,Southern Europe,India,Other Europe,France & Benelux,Asia - Other,Australia & New Zealand,Eastern Europe,Germany, Austria & Switzerland,UK & Ireland,Central & South America","Marketing, Advertising & Communications,Strategy, Innovation & Transformation,Investing",,,"Gift Cards and Digital Gifting Solutions,Robotics & Automation,Metaverse Platforms & Solutions,Workforce Management Solutions (inc. Staffing),Automated & Self Checkout Solutions,Translation & Localization Services,Merchandising Assortment Planning & Management,Mobile POS Solutions,Competitive Pricing Insights & Solutions",,"Nordics,Africa,Middle East,China,North America,Southern Europe,India,Other Europe,France & Benelux,Asia - Other,Australia & New Zealand,Eastern Europe,Germany, Austria & Switzerland,UK & Ireland,Central & South America"
102606635,"POS Hardware & Peripherals,B2B Financing & Lending Solutions,Payroll & Earned Wage Access Solutions","Real Estate,Established Retailer or Brand,Investor (VC, PE or Other),Startup Solution Provider or Technology Company,Marketplace or Marketplace Solution,Professional Services Firm,Higher Education,Marketing & Digital Agency,Government,Industry Association or Nonprofit,Large Solution Provider or Technology Company,Startup Retailer or Brand,Media or Sell Side Analyst",,,,"North America,India,China,Eastern Europe","Marketing, Advertising & Communications,Procurement & Vendor Management",,$1 million or less,,True,"North America,India,China,Eastern Europe"
103947350,"Competitive Pricing Insights & Solutions,Inventory Management Systems",,,,,"Eastern Europe,Southern Europe,Nordics,France & Benelux,Other Europe,Germany, Austria & Switzerland,China,Middle East,Australia & New Zealand,Asia - Other,UK & Ireland","Data, Analytics & Insights,Sales, BD & Account Management,Legal, Compliance & Risk",,,"Workforce Management Solutions (inc. Staffing),Digital Marketing Services,Digital Shelving,Location Based Marketing Solutions,Data Management Platforms,HR, Staffing & Recruitment Services,Third Party Logistics (3PL) Services",,"Eastern Europe,Southern Europe,Nordics,France & Benelux,Other Europe,Germany, Austria & Switzerland,China,Middle East,Australia & New Zealand,Asia - Other,UK & Ireland"
109871395,,,,,,"China,Southern Europe,Middle East,Germany, Austria & Switzerland,Africa,India,Central & South America,UK & Ireland,France & Benelux,Eastern Europe,Australia & New Zealand","Executive Leadership & Board of Directors,Customer Experience",,$5 million+ to 10 million,,True,"China,Southern Europe,Middle East,Germany, Austria & Switzerland,Africa,India,Central & South America,UK & Ireland,France & Benelux,Eastern Europe,Australia & New Zealand"
101195024,,,,,,"Australia & New Zealand,Southern Europe,China,Middle East,Asia - Other,Other Europe,Nordics,UK & Ireland,India,Africa,North America,Germany, Austria & Switzerland,France & Benelux,Eastern Europe","Data, Analytics & Insights,Research, Content & Journalism",,$5 million+ to 10 million,,True,"Australia & New Zealand,Southern Europe,China,Middle East,Asia - Other,Other Europe,Nordics,UK & Ireland,India,Africa,North America,Germany, Austria & Switzerland,France & Benelux,Eastern Europe"
100996037,"Blockchain & Traceability,Multichannel Marketing Platforms,Branding Services",,,,,"Eastern Europe,Middle East,China,India,France & Benelux,UK & Ireland,Central & South America,Other Europe,Africa,Australia & New Zealand","Environmental, Social & Corporate Governance (ESG)",,$5 million+ to 10 million,"Loyalty Management Solutions,Supply Chain Management Software,Consumer Sentiment & Reviews,Blockchain & Traceability",True,"Eastern Europe,Middle East,China,India,France & Benelux,UK & Ireland,Central & South America,Other Europe,Africa,Australia & New Zealand"
104823244,"Warehouse Management System,Blockchain & Traceability,Reconciliation & Reporting Solutions,Data Warehousing,Legal, Compliance & Regulatory Services,Cross-Border Ecommerce Platforms",,,,,"Other Europe,Nordics,North America,Asia - Other,France & Benelux,Germany, Austria & Switzerland,Eastern Europe,Australia & New Zealand,China,Southern Europe,Africa","Merchandising,Legal, Compliance & Risk,Store Operations",,,"Cause-Based Marketing Solutions,Expense & Spend Management Solutions,Augmented Reality & Virtual Reality,Merchant Services Solutions,Payroll & Earned Wage Access Solutions,NFTs & Tokens,Predictive Analytics,Marketing Automation Platforms,Retargeting Solutions",,"Other Europe,Nordics,North America,Asia - Other,France & Benelux,Germany, Austria & Switzerland,Eastern Europe,Australia & New Zealand,China,Southern Europe,Africa"
103765513,,Industry Association or Nonprofit,,,,"Middle East,Southern Europe,Australia & New Zealand,Asia - Other,Other Europe,UK & Ireland,Nordics,North America,France & Benelux,India,China,Eastern Europe","HR, Talent Acquisition & Workforce Management,Supply Chain, Operations & Fulfillment,Store Operations",,,,,"Middle East,Southern Europe,Australia & New Zealand,Asia - Other,Other Europe,UK & Ireland,Nordics,North America,France & Benelux,India,China,Eastern Europe"
107587213,Content Marketing Solutions,,,,,"Middle East,France & Benelux,India,Southern Europe,North America,Other Europe,UK & Ireland,Germany, Austria & Switzerland,Asia - Other,Africa","Environmental, Social & Corporate Governance (ESG)",,,"Video Web Operations,B2B Ecommerce Platforms,Creative & Design Services",False,"Middle East,France & Benelux,India,Southern Europe,North America,Other Europe,UK & Ireland,Germany, Austria & Switzerland,Asia - Other,Africa"
106147478,,,,,"Marketing, Advertising & Communications,Research, Content & Journalism","Other Europe,Germany, Austria & Switzerland,China,Africa,Southern Europe,France & Benelux,Australia & New Zealand,Nordics,North America,India","Data, Analytics & Insights,Other",,,,False,"Other Europe,Germany, Austria & Switzerland,China,Africa,Southern Europe,France & Benelux,Australia & New Zealand,Nordics,North America,India"
109743804,,"Professional Services Firm,Startup Solution Provider or Technology Company",,,"Product Development & Management,Store Operations,Other,Executive Leadership & Board of Directors,Sales, BD & Account Management,Technology & IT,Digital & Ecommerce,Data, Analytics & Insights,Supply Chain, Operations & Fulfillment,Partnerships","France & Benelux,Middle East,Asia - Other,India,UK & Ireland","Other,Technology & IT,Logistics & Transportation (inc. Last-Mile)",,$1 million or less,,True,"France & Benelux,Middle East,Asia - Other,India,UK & Ireland"
107887585,,"Startup Retailer or Brand,Media or Sell Side Analyst,Marketplace or Marketplace Solution,Large Solution Provider or Technology Company,Industry Association or Nonprofit,Startup Solution Provider or Technology Company",,,,"Nordics,Africa,Middle East,Asia - Other,India,Central & South America","Sales, BD & Account Management",,More than $10 million,,True,"Nordics,Africa,Middle East,Asia - Other,India,Central & South America"
109034162,,"Professional Services Firm,Large Solution Provider or Technology Company,Marketing & Digital Agency,Government",,,,"Other Europe,Southern Europe,Australia & New Zealand,France & Benelux,Asia - Other,India,North America,Nordics,UK & Ireland,Middle East,Central & South America,Eastern Europe,Africa","Data, Analytics & Insights",,,,,"Other Europe,Southern Europe,Australia & New Zealand,France & Benelux,Asia - Other,India,North America,Nordics,UK & Ireland,Middle East,Central & South America,Eastern Europe,Africa"
104258439,,"Real Estate,Marketing & Digital Agency,Higher Education,Marketplace or Marketplace Solution,Government,Media or Sell Side Analyst,Industry Association or Nonprofit,Large Solution Provider or Technology Company,Professional Services Firm",,,,"Nordics,UK & Ireland,China,Australia & New Zealand,Central & South America",Technology & IT,,,,,"Nordics,UK & Ireland,China,Australia & New Zealand,Central & South America"
109976973,"Location Based Marketing Solutions,Retargeting Solutions,Social Media Services",,,,,"Germany, Austria & Switzerland,China,Southern Europe","Research, Content & Journalism,Finance & Accounting,Supply Chain, Operations & Fulfillment",,$1 million+ to $5 million,"Customer Relationship Management (CRM) Solutions,Fraud Detection & Risk Management Solutions,Fulfillment Solutions,Financial Planning, Analysis & Forecasting Tools,Financing Solutions,Market Research & Analysis Services,Predictive Analytics,Returns Solutions",True,"Germany, Austria & Switzerland,China,Southern Europe"
104534709,,"Marketing & Digital Agency,Marketplace or Marketplace Solution,Industry Association or Nonprofit,Established Retailer or Brand,Higher Education,Startup Solution Provider or Technology Company",,,,"Germany, Austria & Switzerland,Southern Europe,Eastern Europe,Central & South America,Asia - Other,Other Europe,Middle East,Nordics,France & Benelux","Executive Leadership & Board of Directors,Marketing, Advertising & Communications,Supply Chain, Operations & Fulfillment",,,,,"Germany, Austria & Switzerland,Southern Europe,Eastern Europe,Central & South America,Asia - Other,Other Europe,Middle East,Nordics,France & Benelux"
108079794,"Metaverse Platforms & Solutions,Mobile Wallets & Payments Solutions,Product Data Management Solutions,Mobile POS Solutions,In-Store Analytics",,,,,"Southern Europe,France & Benelux,Central & South America,Australia & New Zealand,Asia - Other,Eastern Europe,Middle East,China,India,Other Europe,Africa,Nordics","Executive Leadership & Board of Directors,Finance & Accounting",,,,False,"Southern Europe,France & Benelux,Central & South America,Australia & New Zealand,Asia - Other,Eastern Europe,Middle East,China,India,Other Europe,Africa,Nordics"
108862414,"Workforce Training Solutions,Systems Integrator Services,HR, Staffing & Recruitment Services,Data Architecture & Infrastructure Solutions,Sourcing Solutions & Services,Site Search Solutions,Influencer Marketing Solutions,Loyalty Management Solutions",,,,"Investing,Strategy, Innovation & Transformation,Other,Research, Content & Journalism,Logistics & Transportation (inc. Last-Mile),Executive Leadership & Board of Directors,Data, Analytics & Insights,Partnerships,Legal, Compliance & Risk,Sales, BD & Account Management,Customer Experience,Finance & Accounting,Procurement & Vendor Management,Supply Chain, Operations & Fulfillment,Store Operations,HR, Talent Acquisition & Workforce Management,Merchandising,Technology & IT,Marketing, Advertising & Communications,Digital & Ecommerce,Product Development & Management,Consulting & Advisory,Environmental, Social & Corporate Governance (ESG)","India,Other Europe,China,Eastern Europe",Store Operations,,,,,"India,Other Europe,China,Eastern Europe"
107404922,,Marketing & Digital Agency,,,,"India,UK & Ireland,Nordics","Environmental, Social & Corporate Governance (ESG),Logistics & Transportation (inc. Last-Mile),Procurement & Vendor Management",,,,,"India,UK & Ireland,Nordics"
108006367,,Professional Services Firm,,,,"Eastern Europe,North America,Asia - Other,China,Other Europe,UK & Ireland,Nordics,Africa,Australia & New Zealand,Germany, Austria & Switzerland,France & Benelux,Central & South America","Data, Analytics & Insights",,,,,"Eastern Europe,North America,Asia - Other,China,Other Europe,UK & Ireland,Nordics,Africa,Australia & New Zealand,Germany, Austria & Switzerland,France & Benelux,Central & South America"
